Number ,Isolate name,Sequence name,Alignment  name,Unique name,Tree name,Species,Sequenced by,Country,Country code,Location,Source group,Source three letter,Source,Isolate from ,Date,Year ,ST,CC,sp,mec,Class,Order,Family,Subfamily,Genus,Species,Reference,Source,Number in collection,ERR number,ERR.number.tips,ERR.number.tips.filtered
523,4415_2#4,4415_2#4,4415_2#4_LGA251,441524,441524_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/17/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033608,ERR033608,ERR033608
524,4415_2#5,4415_2#5,4415_2#5_LGA251,441525,441525_Human_2066_88,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,Sept 2006 - Feb 2007,,2066,88,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033609,ERR033609,ERR033609
525,4415_2#6,4415_2#6,4415_2#6_LGA251,441526,441526_Human_15_15,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,10/3/06,2006,15,15,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033610,ERR033610,ERR033610
526,4415_2#7,4415_2#7,4415_2#7_LGA251,441527,441527_Human_20_20,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,10/26/06,2006,20,20,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033611,ERR033611,ERR033611
527,4415_2#8,4415_2#8,4415_2#8_LGA251,441528,441528_Human_46_45,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,11/4/06,2006,46,45,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033612,ERR033612,ERR033612
528,4415_2#9,4415_2#9,4415_2#9_LGA251,441529,441529_Human_30_30,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/1/06,2006,30,30,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033613,ERR033613,ERR033613
529,4415_3#1,4415_3#1,4415_3#1_LGA251,441531,441531_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/9/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033615,ERR033615,ERR033615
530,4415_3#10,4415_3#10,4415_3#10_LGA251,4415310,4415310_Human_1_1,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/21/06,2006,1,1,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033616,ERR033616,ERR033616
531,4415_3#11,4415_3#11,4415_3#11_LGA251,4415311,4415311_Human_5_5,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,10/24/06,2006,5,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033617,ERR033617,ERR033617
532,4415_3#12,4415_3#12,4415_3#12_LGA251,4415312,4415312_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/14/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033618,ERR033618,ERR033618
533,4415_3#2,4415_3#2,4415_3#2_LGA251,441532,441532_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/26/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033619,ERR033619,ERR033619
534,4415_3#3,4415_3#3,4415_3#3_LGA251,441533,441533_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,10/8/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033620,ERR033620,ERR033620
535,4415_3#4,4415_3#4,4415_3#4_LGA251,441534,441534_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,12/17/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033621,ERR033621,ERR033621
536,4415_3#5,4415_3#5,4415_3#5_LGA251,441535,441535_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,10/13/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033622,ERR033622,ERR033622
537,4415_3#6,4415_3#6,4415_3#6_LGA251,441536,441536_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/11/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033623,ERR033623,ERR033623
538,4415_3#7,4415_3#7,4415_3#7_LGA251,441537,441537_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/7/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033624,ERR033624,ERR033624
539,4415_3#8,4415_3#8,4415_3#8_LGA251,441538,441538_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/15/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033625,ERR033625,ERR033625
540,4430_1#1,4430_1#1,4430_1#1_LGA251,443011,443011_Human_45_45,Staphylococcus aureus,EARRS,Denmark,DNK,,Human,HUM,Human,,9/20/06,2006,45,45,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033628,ERR033628,ERR033628
541,4430_1#10,4430_1#10,4430_1#10_LGA251,4430110,4430110_Human_291_291,Staphylococcus aureus,EARRS,France,FRA,,Human,HUM,Human,,9/2/06,2006,291,291,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033629,ERR033629,ERR033629
542,4430_1#11,4430_1#11,4430_1#11_LGA251,4430111,4430111_Human_22_22,Staphylococcus aureus,EARRS,France,FRA,,Human,HUM,Human,,9/5/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033630,ERR033630,ERR033630
543,4430_1#12,4430_1#12,4430_1#12_LGA251,4430112,4430112_Human_1_1,Staphylococcus aureus,EARRS,France,FRA,,Human,HUM,Human,,10/10/06,2006,1,1,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033631,ERR033631,ERR033631
544,4430_1#2,4430_1#2,4430_1#2_LGA251,443012,443012_Human_15_15,Staphylococcus aureus,EARRS,Denmark,DNK,,Human,HUM,Human,,10/12/06,2006,15,15,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033632,ERR033632,ERR033632
545,4430_1#3,4430_1#3,4430_1#3_LGA251,443013,443013_Human_1_1,Staphylococcus aureus,EARRS,France,FRA,,Human,HUM,Human,,10/25/06,2006,1,1,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033633,ERR033633,ERR033633
546,4430_1#5,4430_1#5,4430_1#5_LGA251,443015,443015_Human_30_30,Staphylococcus aureus,EARRS,Finland,FIN,,Human,HUM,Human,,9/5/06,2006,30,30,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033635,ERR033635,ERR033635
547,4430_1#6,4430_1#6,4430_1#6_LGA251,443016,443016_Human_5_5,Staphylococcus aureus,EARRS,Finland,FIN,,Human,HUM,Human,,11/1/06,2006,5,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033636,ERR033636,ERR033636
548,4430_1#7,4430_1#7,4430_1#7_LGA251,443017,443017_Human_15_15,Staphylococcus aureus,EARRS,Finland,FIN,,Human,HUM,Human,,9/2/06,2006,15,15,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033637,ERR033637,ERR033637
549,4430_1#9,4430_1#9,4430_1#9_LGA251,443019,443019_Human_22_22,Staphylococcus aureus,EARRS,France,FRA,,Human,HUM,Human,,9/6/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033639,ERR033639,ERR033639
550,4430_2#1,4430_2#1,4430_2#1_LGA251,443021,443021_Human_72_8888,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,9/25/06,2006,72,8888,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033641,ERR033641,ERR033641
551,4430_2#10,4430_2#10,4430_2#10_LGA251,4430210,4430210_Human_225_5,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,Sept 2006 - Feb 2007,,225,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033642,ERR033642,ERR033642
552,4430_2#11,4430_2#11,4430_2#11_LGA251,4430211,4430211_Human_97_97,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,10/23/06,2006,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033643,ERR033643,ERR033643
553,4430_2#12,4430_2#12,4430_2#12_LGA251,4430212,4430212_Human_78_88,Staphylococcus aureus,EARRS,Greece,GRC,,Human,HUM,Human,,12/17/06,2006,78,88,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033644,ERR033644,ERR033644
554,4430_2#2,4430_2#2,4430_2#2_LGA251,443022,443022_Human_22_22,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,2/20/07,2007,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033645,ERR033645,ERR033645
555,4430_2#3,4430_2#3,4430_2#3_LGA251,443023,443023_Human_5_5,Staphylococcus aureus,EARRS,Greece,GRC,,Human,HUM,Human,,10/20/06,2006,5,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033646,ERR033646,ERR033646
556,4430_2#4,4430_2#4,4430_2#4_LGA251,443024,443024_Human_12_12,Staphylococcus aureus,EARRS,Hungary,HUN,,Human,HUM,Human,,12/25/06,2006,12,12,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033647,ERR033647,ERR033647
557,4430_2#5,4430_2#5,4430_2#5_LGA251,443025,443025_Human_22_22,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,11/20/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033648,ERR033648,ERR033648
558,4430_2#6,4430_2#6,4430_2#6_LGA251,443026,443026_Human_225_5,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,2/6/07,2007,225,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033649,ERR033649,ERR033649
559,4430_2#7,4430_2#7,4430_2#7_LGA251,443027,443027_Human_225_5,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,10/5/06,2006,225,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033650,ERR033650,ERR033650
560,4430_2#8,4430_2#8,4430_2#8_LGA251,443028,443028_Human_15_15,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,9/12/06,2006,15,15,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033651,ERR033651,ERR033651
561,4430_2#9,4430_2#9,4430_2#9_LGA251,443029,443029_Human_8_8,Staphylococcus aureus,EARRS,Germany,DEU,,Human,HUM,Human,,Sept 2006 - Feb 2007,,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033652,ERR033652,ERR033652
562,4465_5#1,4465_5#1,4465_5#1_LGA251,446551,446551_Human_7_7,Staphylococcus aureus,EARRS,Italy,ITA,,Human,HUM,Human,,9/11/06,2006,7,7,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033706,ERR033706,ERR033706
563,4465_5#10,4465_5#10,4465_5#10_LGA251,4465510,4465510_Human_8_8,Staphylococcus aureus,EARRS,Netherlands,NLD,,Human,HUM,Human,,10/3/06,2006,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033707,ERR033707,ERR033707
564,4465_5#2,4465_5#2,4465_5#2_LGA251,446552,446552_Human_8_8,Staphylococcus aureus,EARRS,Italy,ITA,,Human,HUM,Human,,10/20/06,2006,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033710,ERR033710,ERR033710
565,4465_5#3,4465_5#3,4465_5#3_LGA251,446553,446553_Human_1_1,Staphylococcus aureus,EARRS,Norway,NOR,,Human,HUM,Human,,10/3/06,2006,1,1,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033711,ERR033711,ERR033711
566,4465_5#4,4465_5#4,4465_5#4_LGA251,446554,446554_Human_45_45,Staphylococcus aureus,EARRS,Norway,NOR,,Human,HUM,Human,,9/6/06,2006,45,45,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033712,ERR033712,ERR033712
567,4465_5#5,4465_5#5,4465_5#5_LGA251,446555,446555_Human_25_25,Staphylococcus aureus,EARRS,Norway,NOR,,Human,HUM,Human,,9/12/06,2006,25,NULL,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033713,ERR033713,ERR033713
568,4465_5#6,4465_5#6,4465_5#6_LGA251,446556,446556_Human_7_7,Staphylococcus aureus,EARRS,Italy,ITA,,Human,HUM,Human,,2/16/07,2007,7,7,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033714,ERR033714,ERR033714
569,4465_5#7,4465_5#7,4465_5#7_LGA251,446557,446557_Human_5_5,Staphylococcus aureus,EARRS,Italy,ITA,,Human,HUM,Human,,2/28/07,2007,5,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033715,ERR033715,ERR033715
570,4465_5#9,4465_5#9,4465_5#9_LGA251,446559,446559_Human_5_5,Staphylococcus aureus,EARRS,Netherlands,NLD,,Human,HUM,Human,,2/10/07,2007,5,5,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR033717,ERR033717,ERR033717
571,4584_7#1,4584_7#1,4584_7#1_LGA251,458471,458471_Human_22_22,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,12/15/06,2006,22,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR045842,ERR045842,ERR045842
572,4584_7#2,4584_7#2,4584_7#2_LGA251,458472,458472_Human_34_30,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/1/06,2006,34,30,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR045843,ERR045843,ERR045843
573,4584_7#3,4584_7#3,4584_7#3_LGA251,458473,458473_Human_30_30,Staphylococcus aureus,EARRS,UK,GBR,,Human,HUM,Human,,9/5/06,2006,30,30,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Aanensen DM, et al. Whole-Genome Sequencing for Routine Pathogen Surveillance in Public Health: a Population Snapshot of Invasive Staphylococcus aureus in Europe. MBio 7,  (2016).",,,ERR045844,ERR045844,ERR045844
